55ca87910fc9f982bead115c	FreeCodeCamp/40PlusDevs	2016-10-07T11:43:10.366Z	57a7e1f440f3a6eec05e6016	pravda74	57f78a4e70fcb5db0c388b7e	I arrived too late!, lol
55ca87910fc9f982bead115c	FreeCodeCamp/40PlusDevs	2016-09-25T20:18:44.998Z	573c88d0c43b8c601973a154	ALAINF971	57e83125f254af9778667ccd	hi eveyone, why is this closing
55ca87910fc9f982bead115c	FreeCodeCamp/40PlusDevs	2016-09-23T21:33:41.703Z	57ae41aa40f3a6eec05f32b4	Daigham	57e59fb5ef85590051f2df7c	Hi everyone 
55ca87910fc9f982bead115c	FreeCodeCamp/40PlusDevs	2016-09-17T22:34:26.469Z	546fc9f1db8155e6700d6e8c	QuincyLarson	57ddc4f21c27d1b525aa14bb	@jemagee @citawds here is my explanation of why we are archiving a majority of our chat rooms: http://forum.freecodecamp.com/t/simplifying-fccs-gitter-chatrooms/37621/2
55ca87910fc9f982bead115c	FreeCodeCamp/40PlusDevs	2016-09-17T20:03:27.311Z	57451ca8c43b8c601974c46c	citawds	57dda18fdf21a75730065744	What are the reasons that this room is being closed? Looking at the available chat rooms from the link above, there doesn't appear to be anything like this particular chat room. Sad......
55ca87910fc9f982bead115c	FreeCodeCamp/40PlusDevs	2016-09-17T15:59:19.819Z	5593494515522ed4b3e32233	jemagee	57dd6857fa660dd95feaa60a	I thought this was an official chat room?
55ca87910fc9f982bead115c	FreeCodeCamp/40PlusDevs	2016-09-17T11:05:14.704Z	540a150e163965c9bc202eaf	abhisekp	57dd236aaabc89857fad212c	"-----

-----

-----
## This room will be closed and archived.
** @/all Please move discussion of this topic to our forum, or to one of the official Free Code Camp chat rooms: http://forum.freecodecamp.com/t/free-code-camp-official-chat-rooms/19390**

-----

-----

-----"
55ca87910fc9f982bead115c	FreeCodeCamp/40PlusDevs	2016-09-09T03:20:48.425Z	54be82e9db8155e6700ede69	jgresalfi	57d22a90fe284f6c3036a1ab	PS - The author of “A Smarter Way…” also wrote similar books on HTML and jQuery. Haven’t read them, but if theyre anything like the JS book, it’s worth a look. Also, there’s a series of small books called YDKJS (You Don’t Know JS) that you can get in paper form or free on GitHub. Get to it!
55ca87910fc9f982bead115c	FreeCodeCamp/40PlusDevs	2016-09-09T03:19:18.877Z	54be82e9db8155e6700ede69	jgresalfi	57d22a36f33967fc643e3dcf	@vivienneme There is no doubt, it’s definintely a commitment and there are times where things get really tough and your morale will take a hit. But the small milestones you hit will inspire you to stay on the road. I went to a full-stack bootcamp for 6 months and got hired as a junior developer working remotely for a really decent salary, but the company was so mis-mangaged and their implementation of Javascript (mostly jQuery) was so proprietary that what I was learning was never going to apply anywhere else. I quit and decided to get into freelancing and, at the same time, get back to a code school. I never finished the boot camp because I got that ill-fated job offer about halfway through. I stumbled on FreeCodeCamp and honestly, it’s the best program I’ve seen. I did Treehouse, Lynda, some Udemy courses, CodeSchool. Forget them. FreeCodeCamp is awesome. Well-organized, challenging but realistic. They don’t spoon feed you, but they give you more than enough information to hit Google and figure things out for yourself, and that’s really how you learn. To end, if you’re a total newbie at Javascript, you should go through “A Smarter Way to Learn Javascript” - a great workbook for beginners. After that, I recommend doing FreeCodeCamp and reading “Eloquent Javascript”…you’ll be well on your way after that.
55ca87910fc9f982bead115c	FreeCodeCamp/40PlusDevs	2016-09-09T02:22:57.087Z	5593494515522ed4b3e32233	jemagee	57d21d0189655972304fcb34	I have a full time job that requires usually more than 40 hours per week and responsibilities at home (but no kids) as well.  I try to take my hour lunch at my desk with my laptop - i can get a couple tests done - or a half a chapter in a book (currently working through jquery in action and aws in action separately) then at home i try to get everything done as soon as iget hom....dinner if it's my turn to cook - and then i try to work until 8 pm so i don't stay at it too long - some nights it'll be longer (last night it was until about 8:45 due to my tests failing and focusing on the wrong issue, stupid nil class).  I do spend a lot of my weekend working when i can feel it (sometimes my mood works against me) - but i know with kids it gets harder
55ca87910fc9f982bead115c	FreeCodeCamp/40PlusDevs	2016-09-09T00:26:33.579Z	56ea0bfb85d51f252ab9376b	vivienneme	57d201b9cdbf820f7faab6e8	@shamicker Not too much. This is great to know! And I'm reading the articles now. 
55ca87910fc9f982bead115c	FreeCodeCamp/40PlusDevs	2016-09-09T00:14:20.228Z	575ccf27c2f0db084a1d66fe	shamicker	57d1fedc98f8df994d49efe0	Sorry if TMI :P
55ca87910fc9f982bead115c	FreeCodeCamp/40PlusDevs	2016-09-09T00:14:06.742Z	575ccf27c2f0db084a1d66fe	shamicker	57d1fecefe284f6c303636c9	"@vivienneme Unfortunately, for me it feels like the more I learn, the more I need to learn in order to make the actual leap! Sometimes (often) it’s all extremely overwhelming and I wonder what in the world I’m doing, trying to shimmy my way into a 20-something’s world!  However, the thought of ~25 more years of my “old” jobs motivates me to keep at it.  

I am actually going through a course at Udacity(.com) to help keep my learning path streamlined and on track. And even more motivated since I’m doing the paid route (you can get most of the courses for free, although I’m not sure if they’re updated as often as the paid versions, so basically you pay for feedback and support). Supposedly the course I just started will get me “job-ready” (complete with going through resume, cover letter, and online presence!). For me as a shy introvert, this sounds like the way to go, even if it’s only half true or I just barely pass.

In my mind, if you’re interested, you definitely should keep learning, and if you’re in a position to do it, go for it! There is a pretty big demand for computer skills of all kinds. I’ve read a few articles that have helped calm me down, haha. I’ve included a few in case they can help anyone else.

https://news.ycombinator.com/item?id=6870631
https://medium.freecodecamp.com/the-practical-guide-to-becoming-a-professional-web-developer-2f255bc25c90#.bgen3kocg
https://medium.com/codebuddies/how-you-can-stop-being-your-worst-enemy-dealing-with-imposter-syndrome-and-self-doubt-1627fbb54017?mc_cid=bc73ea9a1e&mc_eid=0859edebfc#.vbixuavtz"
55ca87910fc9f982bead115c	FreeCodeCamp/40PlusDevs	2016-09-08T23:04:03.942Z	56ea0bfb85d51f252ab9376b	vivienneme	57d1ee6389655972304f60cb	@jgresalfi  @shamicker  @BHHB What's your daily coding grind like? I have a baby and a job, so my time is limited. I like my current career, but would like to be able to work remotely (my husband's job requires frequent moves). It sounds like you've all committed to pursuing development as a next career. Will you share what makes you feel you can/should do so? I'm on the fence - telling myself I'll keep learning and keep getting information about the field, and then see. 
55ca87910fc9f982bead115c	FreeCodeCamp/40PlusDevs	2016-08-26T02:05:15.038Z	54be82e9db8155e6700ede69	jgresalfi	57bfa3dbce157d1b57a6b9bf	@shamicker In the same boat - plus two kids to handle every day. We will do it!
55ca87910fc9f982bead115c	FreeCodeCamp/40PlusDevs	2016-08-26T01:44:35.454Z	57b5796540f3a6eec0601530	GMiller64	57bf9f037c2d386059a476af	LOL, 51 here. Dabbled in coding a while back and really enjoyed it. was never in a position to pursue the occupation.
55ca87910fc9f982bead115c	FreeCodeCamp/40PlusDevs	2016-08-26T00:52:23.749Z	575ccf27c2f0db084a1d66fe	shamicker	57bf92c7ce157d1b57a68a8a	Welcome everyone @jgresalfi , @BHHB ! I’m so glad I’m in good company, trying to change careers around 40! Doing it at home, online, feels pretty isolated. Good luck!
55ca87910fc9f982bead115c	FreeCodeCamp/40PlusDevs	2016-08-24T07:47:23.214Z	5774748fc2f0db084a20a971	BHHB	57bd510b87f779f06922adbb	just turned 42 trying to  start a new career in coding
55ca87910fc9f982bead115c	FreeCodeCamp/40PlusDevs	2016-08-24T07:46:59.578Z	5774748fc2f0db084a20a971	BHHB	57bd50f3ed79c5ee4f30cd0d	Hello everyone!
55ca87910fc9f982bead115c	FreeCodeCamp/40PlusDevs	2016-08-23T15:06:59.623Z	54be82e9db8155e6700ede69	jgresalfi	57bc66936981f5f269102224	just joined this group, about to turn 42 so it’s nice to see something for us slightly less young people
55ca87910fc9f982bead115c	FreeCodeCamp/40PlusDevs	2016-08-23T15:06:29.441Z	54be82e9db8155e6700ede69	jgresalfi	57bc66755ffbca3e3c06b737	hello world
55ca87910fc9f982bead115c	FreeCodeCamp/40PlusDevs	2016-08-12T14:49:59.297Z	5593494515522ed4b3e32233	jemagee	57ade217364ad7fc5acdd936	"@vkeegan The principle of test driven development is probably the same in any language - it's just how testing is done that might change - TDD is a 'theory' like OOP would be (obviously this is all based on my own understanding)
***Red-Green-Refactor***
1.  Write your tests, run your tests, your tests will fail (Red)
2.  Write your code, run your tests, keep writing code until your code passes (Green).  The code doesn't have to be perfect or 'as you fully want it' - it just has to pass the tests
3.  Revise your code until it is DRY (Don't Repeat Yourself) as you want it and as efficient as your want it (Refactor)

To me - that's the essentials of TDD (then again, when People talk about AGILE - I boil it down to the essence since I work on my own - *take a large project and break it down into small pieces and develop one small piece at a time that builds upon the previous pieces*, it sort of dovetails well with TDD.  

In fact - that's important - don't write ALL your tests at once - pick something you want to make work - write the tests for that - they'll pass - then write more tests - and yes this will make things take longer, but it will also make things stronger as your app grows - say you're two months in and you build something that breaks something you built a month ago - without testing you wouldn't know - but since you've been running your entire code listings after every new function is built - you'll know when you've broken something

Plus - i've talked to a few interviewers (not for job interviews but at meetups) and when I mentioned I had a project I didn't have tests for yet because I hadn't been able to figure them out (http://www.github.com/jemagee/nba) I was told the first thing most interviewers do to look at a project is to look at the tests.  Said project now has testing on it)"
55ca87910fc9f982bead115c	FreeCodeCamp/40PlusDevs	2016-08-12T14:45:11.763Z	57a01cfe40f3a6eec05d85ec	vkeegan	57ade0f70fd99f7041359503	@AlexanderNelson @jemagee I got through a good part of a beginner course in Coursera that taught TDD but it used a Lisp language and I'm not sure exactly how to apply the concepts in C-based langugages like Java or JavaScript.
55ca87910fc9f982bead115c	FreeCodeCamp/40PlusDevs	2016-08-12T13:34:01.939Z	5792ec0f40f3a6eec05c1986	AlexanderNelson	57add049aee33d7241e7d67a	@vkeegan @jemagee I took a free intro course at Learn.co for Ruby that used TDD to pass each lesson. It had a small portion of the course that familiarized the students with it. It was a challenging and rewarding way to learn.
55ca87910fc9f982bead115c	FreeCodeCamp/40PlusDevs	2016-08-12T13:26:46.183Z	5593494515522ed4b3e32233	jemagee	57adce9646a301fa5a4943b9	@vkeegan  That depends on what platform you're using.  FCC isn't my start, so I came into TDD via a different platform (Ruby on Rails) and most tutorials on that platform include TDD - ROR comes with built in testing but there's a better system for me called RSpec that I can use with something called Capybara - there are a few books and things that focus on RSpec out there
55ca87910fc9f982bead115c	FreeCodeCamp/40PlusDevs	2016-08-12T08:50:59.620Z	57a01cfe40f3a6eec05d85ec	vkeegan	57ad8df3613cc180367caafe	Hi everyone. Since some of you are talking about TDD do you recommend any resources/books/courses to learn it?
55ca87910fc9f982bead115c	FreeCodeCamp/40PlusDevs	2016-08-09T01:41:33.653Z	5593494515522ed4b3e32233	jemagee	57a934cdf7f11a7936adbec1	Hmm...well definitely not a veteran - if you want a long tale of woe that started out in the the 30s and is still going to the 40s [check this out](http://www.mageeworld.com/articles/1)
55ca87910fc9f982bead115c	FreeCodeCamp/40PlusDevs	2016-08-09T01:15:28.571Z	56ea0bfb85d51f252ab9376b	vivienneme	57a92eb0f7f11a7936adb364	Hi all! It seems like you're veteran programmers. Is anyone else starting out in your 30s/40s? I'd love to hear tales of people who've successfully ventured into the field AFTER their 20s. 
