55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-10-09T17:00:44.167Z	57f9e364d73408ce4f2ce0e9	karansaulakh	57fa77bcd6251fd126a50190	if anyone is looking  for a free hosting here, they can try https://www.000webhost.com/926615.html
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-09-17T11:04:16.990Z	540a150e163965c9bc202eaf	abhisekp	57dd233027a8458f7f216bdc	"-----

-----

-----
## This room will be closed and archived.
** @/all Please move discussion of this topic to our forum, or to one of the official Free Code Camp chat rooms: http://forum.freecodecamp.com/t/free-code-camp-official-chat-rooms/19390**

-----

-----

-----"
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-09-12T22:35:09.884Z	56e98aab85d51f252ab92271	QbasicFan	57d72d9db37816b14fb067da	
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-09-12T22:34:38.012Z	56e98aab85d51f252ab92271	QbasicFan	57d72d7ed274dbdf350f7284	
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-08-30T15:14:22.857Z	55ca0cac0fc9f982bead0254	kelseybcoding	57c5a2ce9bac566763726185	"@dirkduplooy Thanks for the words of advice. I do want to keep this simple and keep his interactions in mind, which is why I am asking here! I am very aware of myself and know that I tend to put all feet forward at once and get a little dizzy, so my asking here is an attempt to help sort myself out and be able to start on the right foot and ask the right questions. To give you more of an idea about what he is looking for...this is an email from him regarding what he wants to do. And yes, you are reading right...""clown ministry"". He incorporates juggling and clowning into his ministry work. He is a rather fun guy. ""I envision two professional websites, one for my teaching & pastoral ministries, the other for my clown ministry. What I see as the link between them is a blog. If I decide it needs to be two blogs, I would like to link them to one another. I'd also like to link the blog(s) to my facebook page(s).I followed a friend more tech savvy than I and have been using WordPress. I'm not happy with what I have so far. I'd like to talk with you about what you'd charge to develop my sites. I know I am going to need to manage them in the future - but I also know managing it and designing it from the ground up are different tasks! Once designed and launched, a lot of this on the pastor/professor side becomes static with occasional updates (e.g. expanding the resource links) - and I'll want to do my own updating after launched."""
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-08-30T14:57:41.967Z	578d2a9dc2f0db084a238e07	dirkduplooy	57c59ee5ca24c06c6387c0c4	@kelseybcoding What about plain old Wordpress or Joomla, if you want to go deep and have room for expansion into many areas Drupal. The fact that you have all these languages will help you when you run into issues and want to address them. CSS to add style for instance, so basically the tweaks to make it different. KISS Keep it Simple Stupid and as the user requirements grow and become different you can go of the defaults of Wordpress, Joomla and Drupal. I do not say it is the correct way, only a way... The user requirements is not clear and it is also not clear what the audience will be, once you create a simple map/drawing of it you can put the technologies behind it. Do not hit yourselve with a shovel up until you have clear requirements and understand them as complete as possible. At the end of it all the users that use the site and the services the site wish to provide will drive the requirements...
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-08-30T14:52:02.613Z	57c3d4f640f3a6eec061d80b	vemba	57c59d9289fabaea6bd6aa6c	it would give you lots of flexibility . you can integrate discus platform or similar platform into your web app
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-08-30T14:50:58.502Z	57c3d4f640f3a6eec061d80b	vemba	57c59d528635a5ba6c814be3	i dont have any experience with CMS. but i would suggest you to build the whole application from scratch
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-08-30T14:44:57.143Z	55ca0cac0fc9f982bead0254	kelseybcoding	57c59be94023dec56c2a2f8f	"Hi All! I have more of a freelance-y question. Since I have been studying web development (completed a part-time bootcamp a month ago), I am getting requests from friends/family to pay me to build them personal sites, blog sites, etc. My mother's pastor, in particular, is looking for a site that would mostly be static, but integrate two separate blogs he has going and wants to build upon. He would like to be able to make simple updates himself down the road and obviously add blog content on the regular. Having had my brain smooshed full of software development knowledge for months, I am finding that this is just different territory. I have a design background, so I think this would be a fun little project, but I am not sure what would be the best solution for him in terms of a hosting platform, CMS? I have no idea where to start looking. It sounds like he has played with wordpress and doesn't like it (still need to clarify if he is talking about wordpress.com vs .org) . The course I have been taking was primarily Ruby on Rails and a lot of backend stuff. We built web applications from scratch and deployed mainly to heroku. I am comfortable with HTML, CSS, JS to make this for him, but don't have any experience building something for a small client like this that would best suit him in the long term. I know enough to get a sense that the systems I have been learning wouldn't be best to implement for this project because what he wants is pretty simple and it needs to be friendly to him. Am I making sense? I would love some suggestions, feedback, etc?
 
"
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-08-26T09:48:48.133Z	56e98aab85d51f252ab92271	QbasicFan	57c0108042e3827921791fe7	@knox97 common and you delete your post also 
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-08-26T03:37:22.913Z	56e98aab85d51f252ab92271	QbasicFan	57bfb972f066bd731b4c5016	$22 for a T-shirt  ...
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-08-25T22:37:32.278Z	574c0070c43b8c601975aee3	knox97	57bf732cc976227a1c513fd1	
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T11:36:56.219Z	5758856ac2f0db084a1ce01e	davidtkim2	575aa65897e1b2d245e18502	Nope
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T07:46:15.538Z	5753838bc43b8c601976cc89	LeonardoPlaska	575a7047e20024bd1ad230dc	Any1 here
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T04:26:13.199Z	5758856ac2f0db084a1ce01e	davidtkim2	575a4165a1be01c01a788de3	But also the fact that va makes you apply for unemployment every week
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T04:25:53.883Z	5758856ac2f0db084a1ce01e	davidtkim2	575a41512eaa837d71e817fb	Thats what I was thinking myself 
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T04:23:17.315Z	5741555dc43b8c60197444c0	devanfarrell	575a40b56092456f6632be83	I could have for the first year. I chose not too. Didn’t really feel right since I wasn’t even going to seriously pursue a job.
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T04:22:29.763Z	5758856ac2f0db084a1ce01e	davidtkim2	575a40851cf76dd64535c2f6	 Can you collect unemployment too? 
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T04:21:03.110Z	5741555dc43b8c60197444c0	devanfarrell	575a402fe20024bd1ad227bf	Yeah, WA is pretty good at getting people grants to stay in school.
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T04:20:34.572Z	5758856ac2f0db084a1ce01e	davidtkim2	575a4012a1be01c01a788daa	Va*
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T04:20:31.513Z	5758856ac2f0db084a1ce01e	davidtkim2	575a400fe20024bd1ad227bb	Wish they had something like that in ba
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T04:20:24.490Z	5758856ac2f0db084a1ce01e	davidtkim2	575a4008064b9e7266f12576	Interesting
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T04:20:18.475Z	5758856ac2f0db084a1ce01e	davidtkim2	575a4002a1be01c01a788da7	Ohhh
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T04:19:25.634Z	5741555dc43b8c60197444c0	devanfarrell	575a3fcd97e1b2d245e16a32	It’s a washington state need grant that’s the biggest one. Plus one for academic proformance.
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T04:14:03.822Z	5758856ac2f0db084a1ce01e	davidtkim2	575a3e8be20024bd1ad2277a	Besides pell
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T04:14:00.708Z	5758856ac2f0db084a1ce01e	davidtkim2	575a3e8897e1b2d245e16a00	Which grants? 
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T04:11:08.485Z	5741555dc43b8c60197444c0	devanfarrell	575a3ddc814a56807141a6a6	Not really. I managed to pull off 18k in grants on top of the post 9/11 BAH. I consider myself a professional student at this time.
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T04:10:22.248Z	5758856ac2f0db084a1ce01e	davidtkim2	575a3dae2eaa837d71e81784	Do you have a job relevant to your field
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T04:10:13.392Z	5758856ac2f0db084a1ce01e	davidtkim2	575a3da597e1b2d245e169d3	Hey man, you came out on top
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T04:09:43.491Z	5741555dc43b8c60197444c0	devanfarrell	575a3d8797e1b2d245e169ce	Haha, well different people have different outlooks as to whether military should be treated like any other job. Don’t get me wrong, I worked my butt off and promoted quick but it mostly just about trying to survive the recession as a stupid 19 year old.
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T04:07:20.117Z	5758856ac2f0db084a1ce01e	davidtkim2	575a3cf8e20024bd1ad2273b	I am just a delusional 23 year who is stuck in the past that thinks the pinnacle of manhood is going to war 
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T04:06:52.330Z	5758856ac2f0db084a1ce01e	davidtkim2	575a3cdc2eaa837d71e81769	Naw man you have priorities 
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T04:06:11.225Z	5741555dc43b8c60197444c0	devanfarrell	575a3cb3a1be01c01a788d35	Hope this doesn’t sound terrible but it was always just a job for me. I was already married and had my first child before I joined. I wish I would have had an opportunity to deploy but I’m happy with the way it all went down.
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T04:04:10.921Z	5758856ac2f0db084a1ce01e	davidtkim2	575a3c3a064b9e7266f124e0	Get a fucking combat action ribbon
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T04:04:01.378Z	5758856ac2f0db084a1ce01e	davidtkim2	575a3c312eaa837d71e8174e	To an actual combat zone 
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T04:03:55.621Z	5758856ac2f0db084a1ce01e	davidtkim2	575a3c2b6092456f6632bde2	I want to do one more deployment 
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T04:03:47.204Z	5758856ac2f0db084a1ce01e	davidtkim2	575a3c232eaa837d71e8174b	Dude, I actually miss it
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T04:00:27.589Z	5741555dc43b8c60197444c0	devanfarrell	575a3b5b064b9e7266f124c5	Well, the first transplant was successful. You have options.
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:59:23.805Z	5758856ac2f0db084a1ce01e	davidtkim2	575a3b1b2eaa837d71e81715	"I remember one of the grunts asked: ""would you rather be doing this for the rest of your life or have your dick chopped off?"" "
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:58:52.784Z	5758856ac2f0db084a1ce01e	davidtkim2	575a3afc97e1b2d245e16972	Yeah, not staying in for 20 years. 
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:57:40.627Z	5741555dc43b8c60197444c0	devanfarrell	575a3ab4a1be01c01a788cd6	Pretty sure the first 20 years of your careers is just the hazing period. I hear it gets better after that.
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:55:24.737Z	5758856ac2f0db084a1ce01e	davidtkim2	575a3a2c1cf76dd64535c1ff	"In the wise words of an AF general: ""the marine corps isn't racist because they treat everyone like they're black."" "
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:54:44.265Z	5741555dc43b8c60197444c0	devanfarrell	575a3a04064b9e7266f1248b	Hey man. They just care about us more than you guys.
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:54:25.399Z	5758856ac2f0db084a1ce01e	davidtkim2	575a39f197e1b2d245e16947	I'm surprised you guys didn't get your own limos for each person. 
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:54:17.776Z	5741555dc43b8c60197444c0	devanfarrell	575a39e9e20024bd1ad226ba	Bahaha
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:54:01.501Z	5758856ac2f0db084a1ce01e	davidtkim2	575a39d91cf76dd64535c1f1	Holy dumb fuck
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:53:30.669Z	5741555dc43b8c60197444c0	devanfarrell	575a39ba1cf76dd64535c1e8	Yup, this one always irriates my corpsman buddy too. When we needed to get somewhere more than two miles away in training. We got buses. ;)
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:53:22.236Z	5758856ac2f0db084a1ce01e	davidtkim2	575a39b22eaa837d71e816b8	The nicest place I was able to stau
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:53:03.351Z	5758856ac2f0db084a1ce01e	davidtkim2	575a399fe20024bd1ad226b0	It amazes me 
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:53:00.272Z	5758856ac2f0db084a1ce01e	davidtkim2	575a399c1cf76dd64535c1e2	I can't believe the things the AF gets 
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:52:39.588Z	5758856ac2f0db084a1ce01e	davidtkim2	575a39876092456f6632bd77	Are you srs lol? 
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:52:28.781Z	5741555dc43b8c60197444c0	devanfarrell	575a397c1cf76dd64535c1dc	Haha, well… I did live in a hotel for about 3 month while I was in but I’ve never set foot in a military aircraft.
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:51:47.065Z	5758856ac2f0db084a1ce01e	davidtkim2	575a39536092456f6632bd70	Did you guys live in hotels and have steak flown to you on your guys' stealth bombers? 
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:51:19.316Z	5741555dc43b8c60197444c0	devanfarrell	575a3937e20024bd1ad2269b	haha, yeah I never got to deploy. Spent most my time in Alaska.
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:51:19.242Z	5758856ac2f0db084a1ce01e	davidtkim2	575a393797e1b2d245e1692d	I would feel even worse if I was in the AF 
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:50:56.846Z	5758856ac2f0db084a1ce01e	davidtkim2	575a3920a1be01c01a788c7e	Still kind of do considering I didn't get to go to Afghanistan but 
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:50:42.529Z	5758856ac2f0db084a1ce01e	davidtkim2	575a391297e1b2d245e16924	Yeah. Thank God they didn't take me or else I would feel weird for people thanking me for my service 
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:45:40.467Z	5741555dc43b8c60197444c0	devanfarrell	575a37e41cf76dd64535c187	Ah, yeah. The AF isn’t a friendly branch for that.
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:44:33.683Z	5758856ac2f0db084a1ce01e	davidtkim2	575a37a1814a56807141a58c	So they 
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:44:20.464Z	5758856ac2f0db084a1ce01e	davidtkim2	575a37942eaa837d71e81658	Yeah, but I wasn't a citizen
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:43:50.851Z	5741555dc43b8c60197444c0	devanfarrell	575a37762eaa837d71e81654	Really?
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:43:01.630Z	5758856ac2f0db084a1ce01e	davidtkim2	575a37452eaa837d71e8164e	I remember I tried to go in the af
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:41:18.993Z	5758856ac2f0db084a1ce01e	davidtkim2	575a36dea1be01c01a788c1d	30 mins from dc
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:41:13.375Z	5758856ac2f0db084a1ce01e	davidtkim2	575a36d997e1b2d245e168c4	I am in northern va 
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:41:01.255Z	5758856ac2f0db084a1ce01e	davidtkim2	575a36cd1cf76dd64535c167	Always heard good things about beinf stationed there 
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:41:00.644Z	5741555dc43b8c60197444c0	devanfarrell	575a36cce20024bd1ad2262a	You?
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:40:46.279Z	5758856ac2f0db084a1ce01e	davidtkim2	575a36be97e1b2d245e168ba	Ohh
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:40:35.207Z	5741555dc43b8c60197444c0	devanfarrell	575a36b31cf76dd64535c15f	Washington State University.
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:40:12.242Z	5758856ac2f0db084a1ce01e	davidtkim2	575a369c2eaa837d71e8163c	where do you sk00l
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:39:11.495Z	5741555dc43b8c60197444c0	devanfarrell	575a365f6092456f6632bcec	He’s a fulltime student as well. That’s how I know him. He works in the vet center. We hang out a lot.
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:38:48.019Z	5758856ac2f0db084a1ce01e	davidtkim2	575a3648e20024bd1ad22617	I'm being outdone here 
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:38:40.672Z	5758856ac2f0db084a1ce01e	davidtkim2	575a3640a1be01c01a788c0c	Unemployed
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:38:36.562Z	5758856ac2f0db084a1ce01e	davidtkim2	575a363c97e1b2d245e16899	Here i am full time student
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:38:26.248Z	5758856ac2f0db084a1ce01e	davidtkim2	575a363297e1b2d245e16897	Good for him
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:38:11.023Z	5741555dc43b8c60197444c0	devanfarrell	575a36231cf76dd64535c144	I don’t know that he’ll anwser tonight. He’s in DC right now on an internship.
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:36:01.636Z	5758856ac2f0db084a1ce01e	davidtkim2	575a35a12eaa837d71e8160f	Also, if he says tanks, arty, headquarters, then he might as well have been a female marine
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:35:32.507Z	5741555dc43b8c60197444c0	devanfarrell	575a3584a1be01c01a788be1	He was, I’m messaging him.
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:35:20.435Z	5758856ac2f0db084a1ce01e	davidtkim2	575a3578e20024bd1ad225f1	Isn't part of* then he might as well have been a linguist
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:35:02.968Z	5758856ac2f0db084a1ce01e	davidtkim2	575a35662eaa837d71e81603	If it doesn't have Marine Division
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:34:17.357Z	5741555dc43b8c60197444c0	devanfarrell	575a35392eaa837d71e815f6	I’m not sure. I’ll ask him. He got out a few years ago though.
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:33:26.763Z	5758856ac2f0db084a1ce01e	davidtkim2	575a35061cf76dd64535c107	What unit was he with? 
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:32:53.755Z	5741555dc43b8c60197444c0	devanfarrell	575a34e51cf76dd64535c101	Oh yeah. Haha, I have a good buddy who was one. That life is the suck.
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:32:30.247Z	5758856ac2f0db084a1ce01e	davidtkim2	575a34cee20024bd1ad225cf	i was a corpsman 
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:32:23.934Z	5741555dc43b8c60197444c0	devanfarrell	575a34c7814a56807141a50d	What’s your rate?
55ab710037f2ad22587e6209	FreeCodeCamp/Business	2016-06-10T03:32:10.772Z	5741555dc43b8c60197444c0	devanfarrell	575a34ba814a56807141a50b	AF linguists are pretty abused honestly we will nearly always be on 24/7 missions and work sucky schedules. Still better than Army and Marine life by a long shot. But it sucks for AF life.
