5593983a15522ed4b3e32648	FreeCodeCamp/OklahomaCity	2016-09-17T11:02:16.975Z	540a150e163965c9bc202eaf	abhisekp	57dd22b8df21a7573004f919	"-----

-----

-----
## This room will be closed and archived.
** @/all Please move discussion of this topic to our forum, or to one of the official Free Code Camp chat rooms: http://forum.freecodecamp.com/t/free-code-camp-official-chat-rooms/19390**

-----

-----

-----"
5593983a15522ed4b3e32648	FreeCodeCamp/OklahomaCity	2015-10-07T04:05:10.384Z	55b94f630fc9f982beab750f	Jason9199	561499f6261e77ba2dbb1031	@jrg626 I did watch the summit.
5593983a15522ed4b3e32648	FreeCodeCamp/OklahomaCity	2015-10-06T21:43:23.915Z	546fc9f1db8155e6700d6e8c	QuincyLarson	5614407bce6e633c4518b56d	"##Please note that we now recommend campers use their Campsite’s Facebook group for chatting instead of their campsite’s Gitter chatroom. 
We are doing this because few of our Campsite Gitter chatroooms have active synchronous discussions, and about 1/3rd of conversations consist of someone saying “hello” and not getting a response. Most of the discussions are asynchronous, which Facebook posts and group messages are better suited for.
We’ve removed this Gitter room from our Campsite directory. Still, we will keep it open for archival purposes, and you can keep using it if you’d like.
Here’s a short blog post about how our Campsites are evolving and growing: http://blog.freecodecamp.com/2015/09/jump-start-your-local-campsite-with-coffee-and-code.html"
5593983a15522ed4b3e32648	FreeCodeCamp/OklahomaCity	2015-10-04T17:52:06.530Z	54c6c133db8155e6700f1cb3	jrg626	56116746f4b61c106fb36fa6	Did anyone watch the summit yesterday?
5593983a15522ed4b3e32648	FreeCodeCamp/OklahomaCity	2015-09-30T15:46:24.090Z	558f8c0c15522ed4b3e2f44b	rajputss	560c03d0f4b61c106fb2d0ac	I volunteered for a not for profit school in Thar desert to develop it's site attracting global audience for fund raising for this school. It's at idea stage right now and other details such as timeline, mockup design, framework etc all can be discussed. Initially I thought of doing a bootstrap framwork developing a simple site and improving upon as I progress. 
5593983a15522ed4b3e32648	FreeCodeCamp/OklahomaCity	2015-09-23T23:34:53.047Z	55d5506f0fc9f982beadfe8c	SourceAura	5603371dd949403e715730af	we could use a personal forum as a mutual side project, im game
5593983a15522ed4b3e32648	FreeCodeCamp/OklahomaCity	2015-09-23T23:34:12.801Z	55d5506f0fc9f982beadfe8c	SourceAura	560336f45c1379fe64594468	aye 
5593983a15522ed4b3e32648	FreeCodeCamp/OklahomaCity	2015-09-21T21:15:47.926Z	55c395150fc9f982beac7ae5	zachgis529	56007383463feefb419da2bb	"I like the idea of an online ""meetup"" of sorts. Basically several of us commit to a specific time to work on FCC, then come on here and chat, help each other, perhaps even videochat, etc. I live in Moore during the week and Tulsa on weekends, so that'd be best for me."
5593983a15522ed4b3e32648	FreeCodeCamp/OklahomaCity	2015-09-18T21:08:20.833Z	55c76b600fc9f982beacc235	jameswlytle	55fc7d4418e0111d7e4f9a77	study groups are a cool idea, i think.  my only problem is that i live and work in shawnee, so getting to an okc based in-person study group will be a problem during the week unless i get a job in okc.  saturdays would be about the only time i would have, unless we could do an online sort of thing.
5593983a15522ed4b3e32648	FreeCodeCamp/OklahomaCity	2015-09-18T19:24:47.493Z	558f8c0c15522ed4b3e2f44b	rajputss	55fc64ff18e0111d7e4f964e	Finished Bonfire but slowed down due to Udacity and work projects.
5593983a15522ed4b3e32648	FreeCodeCamp/OklahomaCity	2015-09-18T19:08:37.167Z	55bf94820fc9f982beac04a3	dmcgill50	55fc613518e0111d7e4f9565	Anyone getting close to finishing FCC? How far along is everyone?
5593983a15522ed4b3e32648	FreeCodeCamp/OklahomaCity	2015-09-18T19:07:11.662Z	55bf94820fc9f982beac04a3	dmcgill50	55fc60df463feefb419d4097	@jameswlytle Good for you...that sounds interesting.
5593983a15522ed4b3e32648	FreeCodeCamp/OklahomaCity	2015-09-15T20:24:31.396Z	558f8c0c15522ed4b3e2f44b	rajputss	55f87e7fa2c7aa6b1086a957	I have joined but unfortunately timing doesn't suit my work schedule 😞 
5593983a15522ed4b3e32648	FreeCodeCamp/OklahomaCity	2015-09-14T01:53:35.967Z	54c6c133db8155e6700f1cb3	jrg626	55f6289f4624296d78af1336	I know there was some interest about a meetup on the okc fcc facebook page. have all of you joined that
5593983a15522ed4b3e32648	FreeCodeCamp/OklahomaCity	2015-09-07T19:34:36.295Z	55d5506f0fc9f982beadfe8c	SourceAura	55ede6cc9601d2ea27ae56e9	though i’m finding it pretty fluid self teaching
5593983a15522ed4b3e32648	FreeCodeCamp/OklahomaCity	2015-09-07T19:34:10.235Z	55d5506f0fc9f982beadfe8c	SourceAura	55ede6b29601d2ea27ae56e2	im gonna check it out 
5593983a15522ed4b3e32648	FreeCodeCamp/OklahomaCity	2015-09-06T22:57:26.699Z	558f8c0c15522ed4b3e2f44b	rajputss	55ecc4d6941cb60657c782f8	I 
5593983a15522ed4b3e32648	FreeCodeCamp/OklahomaCity	2015-09-06T22:55:54.457Z	558f8c0c15522ed4b3e2f44b	rajputss	55ecc47a0b6aa72b12fffe02	"@SourceAura Socialstack has a pretty good deal going on with 8 web apps courses for $10.00 through udemy. That includes ruby and Python. Pay What You Want: Back-End Developer Course Bundle
Learn Python, Ruby & PHP w/ 8 Courses of 95 + Hours of Programming Bootcamp:
https://stacksocial.com/sales/python-programming-for-beginners?rid=1030323"
5593983a15522ed4b3e32648	FreeCodeCamp/OklahomaCity	2015-09-06T18:37:30.196Z	55d5506f0fc9f982beadfe8c	SourceAura	55ec87ead92b7f6f11d4050f	that way ideas may manifest more fluidly 
5593983a15522ed4b3e32648	FreeCodeCamp/OklahomaCity	2015-09-06T18:37:12.696Z	55d5506f0fc9f982beadfe8c	SourceAura	55ec87d897535f4058ef8f31	linking lotus/rails sql and couch. what i’m aiming at is a grasp and understanding of how it all ‘ticks’ sort to speak 
5593983a15522ed4b3e32648	FreeCodeCamp/OklahomaCity	2015-09-06T18:36:20.915Z	55d5506f0fc9f982beadfe8c	SourceAura	55ec87a42e48d88a543db685	cool cool i’m liking it so far. had heard of it just never taken a true look 
5593983a15522ed4b3e32648	FreeCodeCamp/OklahomaCity	2015-09-05T15:10:01.075Z	558f8c0c15522ed4b3e2f44b	rajputss	55eb05c905f4097b40f70df5	Done some codeacademy stuff almost 2 years ago. Haven't played with it since. Mostly Java and Python 
5593983a15522ed4b3e32648	FreeCodeCamp/OklahomaCity	2015-09-05T13:38:11.869Z	55d5506f0fc9f982beadfe8c	SourceAura	55eaf04305f4097b40f70c42	@eguzman89 @rajputss  you guys familiar with ruby?
5593983a15522ed4b3e32648	FreeCodeCamp/OklahomaCity	2015-09-03T20:02:40.609Z	558f8c0c15522ed4b3e2f44b	rajputss	55e8a760faa620f25267f41c	Any Udacians in here???
5593983a15522ed4b3e32648	FreeCodeCamp/OklahomaCity	2015-08-31T17:10:32.491Z	55e47d490fc9f982beaf2ef2	eguzman89	55e48a8870e051b71638a28a	My favorite place to study when I attended UCO
5593983a15522ed4b3e32648	FreeCodeCamp/OklahomaCity	2015-08-28T20:00:59.699Z	558f8c0c15522ed4b3e2f44b	rajputss	55e0bdfbcbf802f022f0df79	I'm in Edmond, I usually hang out at Starbucks on 15th and Bryant. But can come wherever within reasonable distance
5593983a15522ed4b3e32648	FreeCodeCamp/OklahomaCity	2015-08-28T19:31:51.130Z	55d5506f0fc9f982beadfe8c	SourceAura	55e0b7276d5732de5b76ef61	Likewise weekends or early mornings
